Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,Children,total_spent,num_of_purchases,AcceptedCmp,Age,Family_Members,Joined_year,Joined_month,Days_Since_Enrollment,Marital_Status_Alone,Marital_Status_Together,Cluster_Label
1944,1.0,65275.0,9,2,0,0,0,746.0,21.0,0,79.0,2,2013,3,643,0.0,1.0,1
1950,1.0,27203.0,92,8,0,0,2,64.0,6.0,0,73.0,4,2012,6,912,0.0,1.0,2
1961,2.0,48330.0,2,5,0,0,1,32.0,5.0,0,62.0,3,2013,11,387,0.0,1.0,2
1990,0.0,24279.0,6,8,0,0,0,263.0,9.0,0,33.0,2,2012,12,708,0.0,1.0,2
1985,2.0,64355.0,66,8,0,0,1,1445.0,21.0,0,38.0,3,2012,8,835,0.0,1.0,2
1956,2.0,50943.0,49,5,0,0,1,46.0,5.0,0,67.0,3,2013,6,534,0.0,1.0,2
1953,1.0,53653.0,29,6,0,0,0,1210.0,28.0,0,70.0,1,2012,7,879,1.0,0.0,0
1976,1.0,65665.0,77,3,0,0,1,945.0,24.0,0,47.0,3,2013,2,663,0.0,1.0,1
1989,1.0,81217.0,77,1,0,0,0,1157.0,22.0,0,34.0,1,2013,7,506,1.0,0.0,0
1992,1.0,34935.0,71,7,0,0,0,137.0,8.0,0,31.0,2,2013,6,534,0.0,1.0,2
1959,1.0,61250.0,49,5,0,0,1,730.0,25.0,0,64.0,2,2012,12,721,1.0,0.0,0
1981,2.0,39665.0,97,7,0,0,1,216.0,12.0,1,42.0,3,2013,5,561,0.0,1.0,2
1979,1.0,60152.0,6,3,0,0,1,943.0,23.0,0,44.0,2,2013,3,619,1.0,0.0,0
1964,1.0,48920.0,93,7,0,0,2,347.0,16.0,1,59.0,4,2013,10,413,0.0,1.0,2
1959,2.0,89120.0,78,1,0,0,0,1924.0,19.0,1,64.0,2,2014,3,265,0.0,1.0,1
1946,2.0,44124.0,62,8,0,0,1,397.0,17.0,0,77.0,3,2013,11,397,0.0,1.0,2
1975,2.0,81169.0,47,2,0,0,0,2089.0,22.0,0,48.0,1,2013,4,602,1.0,0.0,3
1961,1.0,36443.0,9,8,0,0,2,138.0,11.0,0,62.0,4,2013,3,645,0.0,1.0,2
1990,1.0,26095.0,77,7,0,0,1,42.0,5.0,0,33.0,2,2013,6,525,1.0,0.0,0
1959,1.0,71367.0,24,2,0,0,0,777.0,17.0,0,64.0,2,2013,8,471,0.0,1.0,1
1944,2.0,80184.0,19,3,0,0,0,1902.0,20.0,2,79.0,2,2014,1,338,0.0,1.0,1
1965,1.0,30630.0,67,7,0,0,2,52.0,7.0,0,58.0,3,2014,1,314,1.0,0.0,0
1987,2.0,73454.0,95,5,0,0,0,1651.0,13.0,1,36.0,1,2014,1,338,1.0,0.0,0
1991,1.0,42691.0,48,5,0,0,0,358.0,13.0,0,32.0,2,2013,8,478,0.0,1.0,2
1953,1.0,70503.0,73,6,0,0,0,1727.0,16.0,2,70.0,2,2012,9,798,0.0,1.0,1
1987,1.0,25545.0,35,6,0,1,1,210.0,10.0,0,36.0,3,2012,8,850,0.0,1.0,2
1986,1.0,32880.0,76,8,0,0,1,42.0,5.0,0,37.0,3,2012,4,969,0.0,1.0,2
1958,2.0,77863.0,20,2,0,0,0,1291.0,20.0,0,65.0,2,2013,11,375,0.0,1.0,1
1977,2.0,50353.0,72,3,0,0,0,442.0,15.0,0,46.0,2,2014,8,123,0.0,1.0,2
1964,1.0,61839.0,20,8,0,0,0,1895.0,17.0,0,59.0,1,2012,12,729,1.0,0.0,0
1960,2.0,49154.0,69,6,0,0,2,411.0,19.0,0,63.0,4,2013,3,636,0.0,1.0,2
1975,0.0,47682.0,80,5,0,0,1,521.0,19.0,0,48.0,2,2013,2,660,1.0,0.0,0
1969,1.0,72679.0,65,1,0,0,1,1168.0,17.0,0,54.0,2,2013,9,445,1.0,0.0,0
1977,2.0,57954.0,52,7,0,0,2,493.0,23.0,1,46.0,4,2014,6,172,0.0,1.0,2
1962,1.0,65316.0,65,4,0,0,2,260.0,12.0,0,61.0,4,2013,4,592,0.0,1.0,2
1982,1.0,28567.0,57,6,0,0,1,46.0,7.0,0,41.0,2,2013,6,538,1.0,0.0,0
1951,2.0,47352.0,70,7,0,0,1,319.0,16.0,0,72.0,3,2013,11,398,0.0,1.0,2
1967,1.0,44931.0,0,5,0,0,1,96.0,7.0,0,56.0,3,2014,1,323,0.0,1.0,2
1967,1.0,76982.0,19,4,0,1,0,1062.0,16.0,1,56.0,1,2014,2,295,1.0,0.0,3
1952,0.0,57247.0,50,2,0,0,1,232.0,12.0,0,71.0,3,2013,8,486,0.0,1.0,2
1981,2.0,22944.0,67,7,0,0,1,76.0,9.0,0,42.0,2,2013,12,349,1.0,0.0,0
1977,0.0,25315.0,46,8,0,0,1,54.0,9.0,0,46.0,3,2013,7,514,0.0,1.0,2
1969,1.0,43638.0,37,7,0,0,1,201.0,11.0,0,54.0,2,2012,6,912,1.0,0.0,0
1984,2.0,42710.0,38,6,0,0,1,406.0,14.0,0,39.0,2,2012,11,739,1.0,0.0,0
1982,2.0,84169.0,9,3,0,1,0,1919.0,20.0,2,41.0,2,2013,7,517,0.0,1.0,3
1976,1.0,54058.0,56,3,0,0,1,662.0,20.0,0,47.0,3,2013,4,610,0.0,1.0,1
1990,0.0,24683.0,98,5,0,0,1,41.0,8.0,0,33.0,3,2014,8,126,0.0,1.0,2
1964,1.0,85620.0,68,1,0,1,0,1600.0,14.0,0,59.0,1,2014,7,159,1.0,0.0,3
1980,1.0,47850.0,72,6,0,0,1,134.0,8.0,0,43.0,3,2013,3,635,0.0,1.0,2
1968,1.0,19514.0,47,8,0,1,2,69.0,10.0,1,55.0,4,2014,1,315,0.0,1.0,2
1973,2.0,27159.0,33,6,0,0,2,21.0,6.0,0,50.0,4,2014,3,253,0.0,1.0,2
1963,0.0,39548.0,87,3,0,0,2,54.0,7.0,0,60.0,3,2014,3,251,1.0,0.0,0
1989,1.0,21474.0,0,7,0,1,1,91.0,8.0,1,34.0,2,2014,8,125,1.0,0.0,0
1971,2.0,60504.0,73,6,0,0,1,526.0,18.0,0,52.0,2,2014,7,158,1.0,0.0,0
1963,1.0,22419.0,74,8,0,0,0,162.0,8.0,0,60.0,2,2013,4,598,0.0,1.0,2
1949,2.0,81698.0,4,1,0,1,0,1008.0,25.0,0,74.0,2,2013,6,544,0.0,1.0,3
1952,1.0,43462.0,50,8,0,0,2,240.0,16.0,0,71.0,4,2012,12,728,0.0,1.0,2
1978,2.0,54880.0,57,5,0,0,1,795.0,21.0,0,45.0,2,2013,1,703,1.0,0.0,0
1982,1.0,79908.0,30,2,0,0,0,1772.0,19.0,1,41.0,2,2013,5,582,0.0,1.0,1
1970,0.0,15315.0,27,5,0,0,0,64.0,8.0,0,53.0,2,2013,3,639,0.0,1.0,2
1959,1.0,87771.0,61,6,0,1,1,1957.0,20.0,4,64.0,3,2013,5,564,0.0,1.0,3
1978,1.0,33039.0,4,5,0,0,1,78.0,7.0,0,45.0,3,2013,9,454,0.0,1.0,2
1980,1.0,81741.0,75,2,0,0,0,1572.0,19.0,0,43.0,1,2013,6,539,1.0,0.0,0
1971,2.0,71499.0,12,4,0,0,1,795.0,26.0,0,52.0,3,2013,6,530,0.0,1.0,1
1970,0.0,62466.0,13,4,0,0,1,889.0,26.0,0,53.0,3,2014,1,326,0.0,1.0,1
1963,2.0,48799.0,9,3,0,0,1,331.0,15.0,0,60.0,2,2013,5,575,1.0,0.0,0
1950,2.0,52157.0,48,4,0,0,1,265.0,12.0,0,73.0,3,2014,7,154,0.0,1.0,2
1962,1.0,66565.0,80,8,0,0,1,1065.0,19.0,0,61.0,2,2012,5,939,1.0,0.0,0
1951,2.0,29298.0,60,5,0,0,2,11.0,4.0,0,72.0,4,2013,7,516,0.0,1.0,2
1979,1.0,47691.0,43,6,0,0,1,21.0,4.0,0,44.0,2,2013,5,579,1.0,0.0,0
1970,1.0,38200.0,19,7,0,0,2,17.0,4.0,0,53.0,4,2012,7,878,0.0,1.0,2
1974,1.0,44989.0,26,6,0,0,1,369.0,16.0,0,49.0,3,2012,12,728,0.0,1.0,2
1968,2.0,38443.0,58,7,0,0,2,38.0,6.0,0,55.0,4,2014,1,314,0.0,1.0,2
1978,0.0,38593.0,42,8,0,0,1,177.0,11.0,0,45.0,2,2013,9,450,1.0,0.0,0
1970,2.0,64413.0,27,5,0,0,1,279.0,12.0,0,53.0,3,2013,1,698,0.0,1.0,2
1981,2.0,36959.0,56,8,0,0,1,62.0,7.0,0,42.0,3,2013,2,665,0.0,1.0,2
1977,2.0,61996.0,27,5,0,1,1,1230.0,21.0,3,46.0,3,2013,1,675,0.0,1.0,3
1968,1.0,51287.0,10,7,0,0,2,182.0,11.0,0,55.0,4,2014,1,337,0.0,1.0,2
1970,1.0,13260.0,48,8,0,0,2,49.0,10.0,0,53.0,4,2013,8,471,0.0,1.0,2
1966,2.0,47472.0,39,5,0,0,2,75.0,8.0,0,57.0,4,2013,9,447,0.0,1.0,2
1956,2.0,54603.0,85,7,0,0,2,227.0,16.0,0,67.0,4,2013,9,456,0.0,1.0,2
1974,2.0,45207.0,64,6,0,0,2,215.0,15.0,1,49.0,4,2012,10,787,0.0,1.0,2
1951,1.0,40689.0,69,8,0,0,1,444.0,20.0,0,72.0,3,2013,3,629,0.0,1.0,2
1967,0.0,47821.0,54,8,0,0,2,47.0,5.0,0,56.0,4,2013,10,413,0.0,1.0,2
1951,2.0,27450.0,57,7,0,0,0,143.0,7.0,0,72.0,2,2013,4,601,0.0,1.0,2
1983,1.0,39453.0,64,6,0,0,1,55.0,7.0,0,40.0,3,2014,3,278,0.0,1.0,2
1971,0.0,26850.0,10,4,0,0,2,63.0,11.0,0,52.0,4,2014,4,233,0.0,1.0,2
1955,1.0,79800.0,65,3,0,1,0,1867.0,22.0,3,68.0,1,2012,9,805,1.0,0.0,3
1961,2.0,61794.0,74,2,0,0,1,611.0,20.0,0,62.0,3,2013,9,449,0.0,1.0,1
1955,1.0,53863.0,4,7,0,0,1,473.0,18.0,1,68.0,3,2014,5,204,0.0,1.0,2
1959,1.0,24221.0,94,4,0,0,0,55.0,6.0,0,64.0,2,2013,8,474,0.0,1.0,2
1984,2.0,39684.0,41,7,1,1,1,81.0,7.0,0,39.0,2,2012,12,727,1.0,0.0,0
1975,2.0,92163.0,25,2,0,1,0,2086.0,21.0,2,48.0,2,2012,12,725,0.0,1.0,3
1965,2.0,69882.0,94,1,0,0,0,1478.0,20.0,0,58.0,1,2013,10,422,1.0,0.0,0
1977,1.0,33178.0,9,4,0,0,1,49.0,5.0,0,46.0,3,2014,1,311,0.0,1.0,2
1972,2.0,59973.0,47,1,0,0,0,382.0,15.0,0,51.0,2,2013,11,393,0.0,1.0,1
1975,2.0,17459.0,12,7,0,1,1,69.0,9.0,0,48.0,3,2013,9,444,0.0,1.0,2
1969,1.0,23910.0,80,7,0,0,1,67.0,6.0,0,54.0,2,2012,10,772,1.0,0.0,0
1969,2.0,42169.0,20,8,0,0,2,30.0,6.0,0,54.0,4,2013,10,414,0.0,1.0,2
1978,0.0,26224.0,39,6,0,0,1,63.0,9.0,0,45.0,3,2013,4,610,0.0,1.0,2
1981,1.0,31089.0,57,8,0,0,1,79.0,10.0,0,42.0,3,2012,8,842,0.0,1.0,2
1961,1.0,30081.0,27,7,0,0,1,42.0,5.0,0,62.0,2,2013,2,654,1.0,0.0,0
1960,1.0,62807.0,83,5,0,0,1,819.0,23.0,0,63.0,3,2012,8,828,0.0,1.0,1
1955,1.0,72906.0,79,1,0,0,0,1151.0,17.0,0,68.0,1,2013,9,446,1.0,0.0,0
1948,2.0,61467.0,69,5,0,0,2,594.0,20.0,0,75.0,4,2012,9,816,0.0,1.0,2
1966,2.0,49618.0,77,7,0,0,2,129.0,11.0,0,57.0,4,2013,1,680,0.0,1.0,2
1986,2.0,21888.0,15,10,0,1,1,213.0,12.0,0,37.0,2,2012,12,708,1.0,0.0,0
1973,1.0,42429.0,99,5,0,0,1,67.0,7.0,0,50.0,2,2014,11,35,1.0,0.0,0
1956,1.0,26150.0,61,7,0,0,3,28.0,5.0,0,67.0,4,2013,11,399,1.0,0.0,0
1975,0.0,30801.0,23,7,0,0,1,45.0,6.0,0,48.0,3,2012,10,772,0.0,1.0,2
1965,1.0,81168.0,84,3,0,0,0,1193.0,18.0,1,58.0,2,2014,7,155,0.0,1.0,1
1969,2.0,26877.0,74,6,0,0,0,268.0,12.0,0,54.0,1,2013,8,475,1.0,0.0,0
1944,2.0,45006.0,90,3,0,0,0,266.0,12.0,0,79.0,1,2013,7,507,1.0,0.0,0
1973,0.0,18978.0,41,8,0,0,1,37.0,5.0,0,50.0,3,2012,11,755,0.0,1.0,2
1967,1.0,22574.0,28,7,0,0,3,37.0,7.0,0,56.0,5,2013,10,405,0.0,1.0,2
1969,2.0,48240.0,73,5,0,1,0,882.0,25.0,0,54.0,1,2012,9,817,1.0,0.0,3
1974,1.0,45837.0,88,7,0,0,2,373.0,18.0,0,49.0,4,2013,7,499,0.0,1.0,2
1965,2.0,35791.0,94,8,0,0,3,35.0,6.0,0,58.0,4,2013,6,550,1.0,0.0,0
1976,2.0,117416.25,31,1,0,0,2,107.0,1.0,0,47.0,4,2013,3,641,0.0,1.0,1
1978,1.0,54162.0,31,4,0,0,2,42.0,5.0,0,45.0,3,2013,3,629,1.0,0.0,0
1960,2.0,30522.0,6,2,0,0,1,326.0,17.0,0,63.0,3,2012,8,842,0.0,1.0,1
1961,2.0,54456.0,23,6,0,0,1,404.0,17.0,0,62.0,3,2013,11,395,0.0,1.0,2
1971,1.0,31632.0,92,7,0,0,0,95.0,6.0,0,52.0,1,2013,7,511,1.0,0.0,0
1949,1.0,72298.0,52,1,0,0,0,939.0,14.0,2,74.0,1,2014,10,65,1.0,0.0,0
1978,0.0,36975.0,50,7,0,0,1,33.0,5.0,0,45.0,2,2013,12,344,1.0,0.0,0
1955,0.0,72635.0,54,3,0,0,0,981.0,21.0,1,68.0,2,2013,3,641,0.0,1.0,1
1976,1.0,13624.0,93,6,0,0,1,36.0,7.0,0,47.0,3,2013,1,686,0.0,1.0,2
1975,1.0,84196.0,56,3,0,0,1,1237.0,20.0,0,48.0,2,2013,3,641,1.0,0.0,0
1960,1.0,70971.0,28,7,0,1,1,1825.0,34.0,0,63.0,3,2012,9,807,0.0,1.0,3
1977,2.0,34487.0,94,9,0,0,2,103.0,9.0,0,46.0,3,2012,6,911,1.0,0.0,0
1977,1.0,28769.0,76,9,0,0,1,191.0,12.0,0,46.0,2,2012,12,719,1.0,0.0,0
1970,2.0,69084.0,43,8,0,0,1,1586.0,25.0,0,53.0,3,2013,11,383,0.0,1.0,1
1958,2.0,65488.0,46,1,0,0,0,963.0,14.0,0,65.0,2,2014,6,177,0.0,1.0,1
1970,0.0,62466.0,13,4,0,0,1,889.0,26.0,0,53.0,3,2014,1,326,0.0,1.0,1
1960,0.0,32218.0,27,7,0,1,0,93.0,7.0,1,63.0,1,2014,2,295,1.0,0.0,0
1973,1.0,83917.0,12,3,0,1,0,1587.0,21.0,0,50.0,1,2013,4,598,1.0,0.0,3
1962,1.0,46102.0,3,7,0,0,3,16.0,4.0,0,61.0,4,2014,10,65,1.0,0.0,0
1952,1.0,84574.0,72,5,0,0,0,1375.0,32.0,0,71.0,1,2013,4,610,1.0,0.0,0
1962,1.0,56181.0,6,4,0,0,1,393.0,14.0,0,61.0,3,2013,8,493,0.0,1.0,2
1950,2.0,63120.0,53,7,0,1,1,1477.0,26.0,0,73.0,2,2012,9,800,1.0,0.0,3
1971,1.0,73691.0,58,2,0,0,1,1179.0,18.0,1,52.0,3,2013,6,544,0.0,1.0,1
1960,1.0,63381.0,78,2,0,0,1,1005.0,26.0,0,63.0,3,2012,5,941,0.0,1.0,1
1948,2.0,76140.0,57,2,0,0,0,1348.0,21.0,0,75.0,2,2014,5,208,0.0,1.0,1
1959,2.0,62859.0,37,6,0,0,1,1307.0,23.0,0,64.0,2,2012,12,707,1.0,0.0,0
1964,1.0,45906.0,20,5,0,0,1,486.0,15.0,1,59.0,2,2013,7,520,1.0,0.0,0
1947,2.0,77632.0,73,2,0,1,0,2252.0,13.0,2,76.0,2,2013,10,430,0.0,1.0,3
1971,2.0,46463.0,56,6,0,0,2,235.0,17.0,0,52.0,4,2013,8,476,0.0,1.0,2
1970,1.0,105471.0,36,3,0,1,0,1724.0,30.0,2,53.0,2,2013,1,685,0.0,1.0,3
1970,2.0,55282.0,9,4,0,0,1,235.0,11.0,0,53.0,2,2013,12,359,1.0,0.0,0
1977,2.0,78710.0,42,4,0,0,1,1092.0,28.0,0,46.0,3,2014,5,198,0.0,1.0,1
1958,1.0,66886.0,28,5,0,0,1,599.0,17.0,0,65.0,3,2013,9,447,0.0,1.0,2
1960,2.0,98777.0,23,1,0,0,0,2008.0,19.0,1,63.0,1,2014,2,293,1.0,0.0,3
1985,1.0,29103.0,38,9,0,0,1,48.0,6.0,0,38.0,3,2012,8,832,0.0,1.0,2
1974,1.0,67445.0,63,6,0,0,1,1174.0,32.0,0,49.0,3,2012,12,729,0.0,1.0,1
1950,2.0,50616.0,71,2,0,0,1,67.0,7.0,0,73.0,3,2014,4,238,0.0,1.0,2
1955,1.0,49431.0,9,8,0,0,1,365.0,15.0,0,68.0,2,2012,3,1004,1.0,0.0,0
1975,1.0,117416.25,81,0,0,0,0,6.0,0.0,0,48.0,1,2014,7,158,1.0,0.0,0
1953,1.0,61278.0,87,6,0,0,1,165.0,10.0,0,70.0,3,2014,4,250,0.0,1.0,2
1958,0.0,26490.0,92,6,0,0,0,210.0,11.0,0,65.0,2,2012,9,806,0.0,1.0,2
1947,2.0,73059.0,36,4,0,0,1,1095.0,26.0,0,76.0,3,2013,8,463,0.0,1.0,1
1966,2.0,46734.0,86,6,0,0,3,223.0,12.0,1,57.0,4,2013,10,412,1.0,0.0,0
1963,1.0,56253.0,83,6,0,0,1,597.0,22.0,0,60.0,3,2012,7,878,0.0,1.0,1
1985,1.0,19986.0,74,7,0,0,1,22.0,4.0,0,38.0,3,2013,11,388,0.0,1.0,2
1975,1.0,58330.0,87,4,0,0,1,1064.0,24.0,0,48.0,2,2013,12,347,1.0,0.0,0
1980,0.0,25965.0,29,8,0,0,0,74.0,6.0,0,43.0,2,2012,7,881,0.0,1.0,2
1956,2.0,14661.0,88,6,0,0,0,26.0,5.0,0,67.0,2,2013,1,705,0.0,1.0,2
1959,1.0,18690.0,77,8,0,0,0,60.0,5.0,0,64.0,2,2012,12,709,0.0,1.0,2
1974,2.0,45068.0,25,7,0,0,1,20.0,4.0,0,49.0,3,2013,5,570,0.0,1.0,2
1987,0.0,21063.0,34,6,0,0,1,59.0,7.0,0,36.0,2,2013,9,438,1.0,0.0,0
1968,2.0,29187.0,43,8,0,0,1,34.0,5.0,0,55.0,3,2013,9,458,0.0,1.0,2
1971,0.0,54690.0,76,3,0,0,2,198.0,12.0,0,52.0,4,2013,7,514,0.0,1.0,2
1964,2.0,59304.0,81,5,0,0,1,1048.0,28.0,0,59.0,3,2013,7,496,0.0,1.0,1
1962,2.0,59247.0,87,6,0,0,2,574.0,21.0,0,61.0,3,2013,8,483,1.0,0.0,0
1970,1.0,66731.0,33,3,0,0,1,1029.0,17.0,0,53.0,2,2012,12,728,1.0,0.0,0
1980,1.0,77353.0,38,4,0,0,1,670.0,20.0,0,43.0,3,2013,12,356,0.0,1.0,1
1975,2.0,52614.0,63,8,0,0,1,990.0,16.0,0,48.0,2,2012,1,1060,1.0,0.0,0
1974,1.0,26751.0,26,8,0,0,2,11.0,4.0,0,49.0,4,2014,5,199,0.0,1.0,2
1963,2.0,81300.0,17,5,0,1,1,1241.0,21.0,1,60.0,3,2012,10,768,0.0,1.0,3
1979,1.0,70337.0,75,1,0,0,0,576.0,17.0,0,44.0,1,2014,2,309,1.0,0.0,0
1985,0.0,36145.0,13,9,0,1,1,172.0,12.0,1,38.0,3,2013,6,539,0.0,1.0,2
1980,2.0,65295.0,19,2,0,0,0,664.0,20.0,0,43.0,1,2013,12,349,1.0,0.0,0
1963,1.0,68118.0,51,6,0,0,1,928.0,23.0,0,60.0,2,2013,10,415,1.0,0.0,0
1967,1.0,68743.0,81,7,0,0,0,2074.0,30.0,0,56.0,1,2012,8,829,1.0,0.0,0
1982,0.0,41039.0,32,8,0,0,0,467.0,15.0,0,41.0,2,2013,7,500,0.0,1.0,1
1955,1.0,38946.0,84,5,0,0,1,257.0,12.0,0,68.0,3,2013,10,409,0.0,1.0,2
1967,1.0,65777.0,87,1,0,0,0,1146.0,17.0,0,56.0,2,2013,12,353,0.0,1.0,1
1976,2.0,66476.0,99,4,0,0,1,689.0,20.0,0,47.0,2,2013,7,522,1.0,0.0,0
1972,2.0,86857.0,96,2,0,1,0,2114.0,22.0,0,51.0,1,2012,12,728,1.0,0.0,3
1982,2.0,117416.25,21,0,0,0,0,1717.0,40.5,0,41.0,2,2012,4,973,0.0,1.0,1
1989,2.0,77845.0,40,1,0,0,0,1346.0,21.0,2,34.0,2,2014,5,205,0.0,1.0,3
1969,2.0,69476.0,3,2,0,0,0,1044.0,15.0,0,54.0,2,2013,9,433,0.0,1.0,1
1960,2.0,50611.0,98,6,0,1,1,493.0,22.0,1,63.0,2,2012,4,971,1.0,0.0,3
1970,1.0,61209.0,73,2,0,0,0,957.0,13.0,0,53.0,1,2013,8,469,1.0,0.0,0
1958,2.0,42315.0,90,3,0,0,1,270.0,12.0,0,65.0,3,2013,12,365,0.0,1.0,2
1952,0.0,13084.0,29,6,0,0,0,29.0,5.0,0,71.0,2,2013,2,664,0.0,1.0,2
1949,2.0,47570.0,3,7,0,1,2,121.0,9.0,0,74.0,3,2013,5,557,1.0,0.0,0
1961,2.0,61923.0,94,3,0,0,2,126.0,8.0,0,62.0,4,2013,7,499,0.0,1.0,2
1995,1.0,34824.0,65,6,0,0,0,23.0,4.0,0,28.0,1,2014,3,256,1.0,0.0,0
1949,2.0,26518.0,33,8,0,1,2,57.0,8.0,0,74.0,3,2013,8,490,1.0,0.0,0
1961,1.0,45938.0,46,6,0,0,0,636.0,20.0,0,62.0,1,2013,3,636,1.0,0.0,0
1960,1.0,78468.0,29,4,0,0,0,1004.0,28.0,1,63.0,2,2014,9,94,0.0,1.0,1
1973,1.0,78901.0,99,4,0,0,1,734.0,20.0,0,50.0,2,2013,9,446,1.0,0.0,0
1978,1.0,71427.0,26,4,0,0,2,614.0,20.0,0,45.0,4,2014,12,4,0.0,1.0,2
1978,1.0,71022.0,30,8,0,0,1,1453.0,21.0,1,45.0,2,2014,11,35,1.0,0.0,0
1988,2.0,90247.0,27,1,0,1,0,1621.0,15.0,3,35.0,1,2014,4,222,1.0,0.0,3
1968,2.0,41335.0,24,7,0,0,1,187.0,12.0,0,55.0,2,2013,12,346,1.0,0.0,0
1986,1.0,71952.0,93,4,0,0,1,1443.0,22.0,2,37.0,3,2013,10,432,0.0,1.0,1
1970,2.0,35682.0,34,2,0,0,1,57.0,6.0,0,53.0,2,2014,6,163,1.0,0.0,0
1951,1.0,43185.0,88,8,0,0,1,637.0,20.0,0,72.0,2,2013,10,429,1.0,0.0,0
1948,2.0,66375.0,96,7,0,0,1,948.0,14.0,1,75.0,3,2013,11,381,0.0,1.0,2
1971,2.0,35178.0,10,7,0,1,1,59.0,5.0,1,52.0,3,2013,10,432,0.0,1.0,2
1986,1.0,25252.0,26,8,0,0,1,18.0,4.0,0,37.0,3,2013,12,365,0.0,1.0,2
1965,2.0,55250.0,49,5,0,0,1,903.0,26.0,0,58.0,2,2012,10,777,1.0,0.0,0
1975,1.0,33249.0,11,6,0,0,1,112.0,8.0,0,48.0,2,2013,2,655,1.0,0.0,0
1953,1.0,58398.0,44,4,0,0,0,596.0,20.0,0,70.0,2,2013,5,572,0.0,1.0,1
1982,1.0,50272.0,75,7,0,0,1,233.0,13.0,0,41.0,3,2013,7,517,0.0,1.0,2
1975,2.0,76618.0,64,1,0,0,0,1511.0,11.0,0,48.0,2,2012,7,878,0.0,1.0,1
1960,0.0,87305.0,19,2,0,1,0,1152.0,17.0,1,63.0,1,2012,9,805,1.0,0.0,3
1978,1.0,25851.0,45,7,0,0,1,48.0,7.0,0,45.0,3,2013,11,400,0.0,1.0,2
1970,1.0,58710.0,77,6,0,0,1,1185.0,31.0,0,53.0,2,2013,3,616,1.0,0.0,0
1958,1.0,45160.0,9,7,0,0,2,21.0,4.0,0,65.0,3,2014,3,253,1.0,0.0,0
1965,2.0,74806.0,1,4,0,0,1,965.0,16.0,0,58.0,3,2012,12,718,0.0,1.0,1
1954,1.0,59111.0,90,7,0,0,0,869.0,21.0,0,69.0,2,2013,2,670,0.0,1.0,1
1984,2.0,18988.0,43,7,0,0,1,16.0,6.0,0,39.0,3,2014,5,198,0.0,1.0,2
1965,1.0,72190.0,79,3,0,0,0,1947.0,16.0,0,58.0,2,2013,2,662,0.0,1.0,1
1976,1.0,7500.0,19,9,0,1,1,71.0,12.0,1,47.0,3,2012,1,1064,0.0,1.0,2
1966,1.0,44794.0,99,6,0,0,1,65.0,6.0,0,57.0,3,2014,8,123,0.0,1.0,2
1955,1.0,80395.0,62,2,0,0,0,1380.0,24.0,1,68.0,2,2013,11,379,0.0,1.0,1
1976,2.0,75012.0,41,1,0,0,0,1027.0,23.0,0,47.0,1,2014,1,316,1.0,0.0,0
1965,2.0,56962.0,60,7,0,0,3,411.0,21.0,0,58.0,5,2013,11,392,0.0,1.0,2
1991,1.0,89891.0,17,4,0,0,0,836.0,26.0,1,32.0,2,2013,4,601,0.0,1.0,1
1949,2.0,35946.0,24,5,0,0,2,11.0,4.0,0,74.0,3,2013,9,436,1.0,0.0,0
1953,2.0,53593.0,60,8,0,0,2,480.0,23.0,0,70.0,4,2012,7,882,0.0,1.0,2
1978,1.0,66373.0,57,3,0,0,2,606.0,23.0,0,45.0,4,2013,12,366,0.0,1.0,2
1948,2.0,45072.0,74,8,0,0,3,284.0,16.0,0,75.0,4,2013,10,417,1.0,0.0,0
1973,1.0,89694.0,22,5,0,0,2,1472.0,14.0,3,50.0,3,2013,9,453,1.0,0.0,3
1949,1.0,72025.0,46,2,0,1,0,1677.0,26.0,3,74.0,2,2014,4,222,0.0,1.0,3
1973,1.0,67432.0,69,4,0,0,1,1335.0,19.0,0,50.0,3,2013,3,618,0.0,1.0,1
1952,2.0,70545.0,29,2,0,0,1,334.0,13.0,0,71.0,3,2014,3,276,0.0,1.0,2
1989,0.0,17487.0,37,7,0,0,1,18.0,4.0,0,34.0,3,2013,3,629,0.0,1.0,2
1969,1.0,62882.0,26,4,0,0,1,1338.0,20.0,0,54.0,3,2012,9,820,0.0,1.0,1
1953,2.0,64108.0,8,5,0,0,1,1099.0,30.0,0,70.0,2,2013,3,624,1.0,0.0,0
1956,2.0,34941.0,26,8,0,0,2,97.0,8.0,0,67.0,4,2013,6,552,0.0,1.0,2
1950,2.0,48767.0,79,5,0,0,3,63.0,9.0,0,73.0,4,2014,1,340,1.0,0.0,2
1978,0.0,38702.0,71,6,0,0,1,109.0,9.0,0,45.0,3,2013,1,698,0.0,1.0,2
1964,1.0,82224.0,83,3,0,0,0,902.0,21.0,1,59.0,2,2014,1,316,0.0,1.0,1
1952,1.0,83844.0,57,1,0,0,0,1574.0,20.0,1,71.0,2,2013,12,367,0.0,1.0,1
1975,0.0,17003.0,37,5,0,0,1,38.0,9.0,0,48.0,3,2013,9,451,0.0,1.0,2
1995,1.0,71163.0,30,1,0,0,0,960.0,24.0,0,28.0,1,2014,9,95,1.0,0.0,0
1970,1.0,33697.0,34,7,0,0,1,28.0,4.0,1,53.0,2,2013,9,448,1.0,0.0,0
1954,0.0,63564.0,0,6,0,1,0,1215.0,28.0,1,69.0,2,2014,1,312,0.0,1.0,3
